index,content_type,avg_score,critique,scores
105,paid_ad_bab,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但略显冗长，可以进一步精简以提升简洁性。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但略显冗长，可以进一步精简以提升简洁性。'}"
106,paid_ad_fab,4.2,文案开头具有一定吸引力，但部分描述略显冗长，如'源自果农之源的苹果提取物'可以更简洁。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': ""文案开头具有一定吸引力，但部分描述略显冗长，如'源自果农之源的苹果提取物'可以更简洁。""}"
107,social_media_review,4.5,专业与真实感兼具,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实感兼具'}"
108,social_media_educational,4.0,科普性强，品牌契合度高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普性强，品牌契合度高'}"
109,social_media_myth_busting,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
110,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
111,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
112,paid_ad_cta,4.8,极具冲击力的开头能迅速激发好奇心，完美适配信息流的阅读场景。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头能迅速激发好奇心，完美适配信息流的阅读场景。'}"
113,paid_ad_pas,4.2,文案结构清晰，痛点放大和解决方案部分结合紧密，但整体略显冗长，可能影响信息流广告的快速阅读效果。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，痛点放大和解决方案部分结合紧密，但整体略显冗长，可能影响信息流广告的快速阅读效果。'}"
114,paid_ad_bab,4.0,文案遵循了之前-之后-桥梁风格，但桥梁部分略显冗长，可能影响信息流的快速阅读体验。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案遵循了之前-之后-桥梁风格，但桥梁部分略显冗长，可能影响信息流的快速阅读体验。'}"
115,paid_ad_fab,3.4,缺乏明确的行动号召（CTA），用户不知道下一步该做什么。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '缺乏明确的行动号召（CTA），用户不知道下一步该做什么。'}"
116,social_media_review,4.5,专业与真实感兼具，互动潜力高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实感兼具，互动潜力高'}"
117,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
118,social_media_myth_busting,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
119,social_media_storytelling,4.5,真实故事与专业融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与专业融合'}"
120,ecommerce_long_form,4.666666666666667,专业清晰，信任感稍逊,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感稍逊'}"
121,paid_ad_cta,4.8,钩子部分直接击中目标用户的痛点，简洁有力，能有效吸引注意力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子部分直接击中目标用户的痛点，简洁有力，能有效吸引注意力。'}"
122,paid_ad_pas,4.4,文案在点击吸引力和行动号召有效性方面表现优秀，但简洁性略有不足，部分内容可以更精炼。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现优秀，但简洁性略有不足，部分内容可以更精炼。'}"
123,paid_ad_bab,4.4,文案简洁有力，符合信息流广告的阅读场景，但行动号召（CTA）部分可以更加强烈和具体。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，符合信息流广告的阅读场景，但行动号召（CTA）部分可以更加强烈和具体。'}"
124,paid_ad_fab,4.4,文案结构清晰，但核心成分部分略显冗长，影响简洁性。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，但核心成分部分略显冗长，影响简洁性。'}"
125,social_media_review,4.5,专业且真实的使用反馈,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且真实的使用反馈'}"
126,social_media_educational,4.25,专业科普但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普但故事性稍弱'}"
127,social_media_myth_busting,4.25,专业性强，但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业性强，但故事性稍弱'}"
128,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
129,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
130,paid_ad_cta,4.4,文案开头吸引力强，但略显冗长，可进一步精简。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头吸引力强，但略显冗长，可进一步精简。'}"
131,paid_ad_pas,3.8,文案缺乏明确的行动号召（CTA），降低了转化潜力。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 2, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案缺乏明确的行动号召（CTA），降低了转化潜力。'}"
132,paid_ad_bab,4.0,文案遵循了之前-之后-桥梁风格，但点击吸引力可以更强，以更直接地抓住注意力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案遵循了之前-之后-桥梁风格，但点击吸引力可以更强，以更直接地抓住注意力。'}"
133,paid_ad_fab,4.2,文案信息准确且遵循指令，但点击吸引力略显不足，缺乏瞬间抓住注意力的亮点。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案信息准确且遵循指令，但点击吸引力略显不足，缺乏瞬间抓住注意力的亮点。'}"
134,social_media_review,4.5,专业与真实感兼具,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实感兼具'}"
135,social_media_educational,4.5,专业科普，情感共鸣,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，情感共鸣'}"
136,social_media_myth_busting,4.75,专业科普与品牌理念完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与品牌理念完美融合'}"
137,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
138,ecommerce_long_form,4.666666666666667,专业且可信，信息清晰,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业且可信，信息清晰'}"
139,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
140,paid_ad_pas,4.2,文案简洁有力，痛点放大明显，但CTA可以更强烈。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大明显，但CTA可以更强烈。'}"
141,paid_ad_bab,4.0,文案开头具有较强的痛点描述，能有效吸引目标受众的注意，但CTA部分可以更加强烈和具体。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头具有较强的痛点描述，能有效吸引目标受众的注意，但CTA部分可以更加强烈和具体。'}"
142,paid_ad_fab,3.4,缺乏明确的行动号召（CTA）,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '缺乏明确的行动号召（CTA）'}"
143,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
144,social_media_educational,4.0,科普性强，但故事感稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普性强，但故事感稍弱'}"
145,social_media_myth_busting,4.75,专业且引人入胜的科普文案,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普文案'}"
146,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
147,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
148,paid_ad_cta,4.6,极具冲击力的开头，能迅速激发好奇心或击中痛点,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，能迅速激发好奇心或击中痛点'}"
149,paid_ad_pas,4.4,文案开头成功放大痛点，但整体略显冗长，可能影响信息流的快速阅读体验。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头成功放大痛点，但整体略显冗长，可能影响信息流的快速阅读体验。'}"
150,paid_ad_bab,4.2,文案结构清晰，符合之前-之后-桥梁风格，但CTA部分可以更强烈一些以提升转化率。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，符合之前-之后-桥梁风格，但CTA部分可以更强烈一些以提升转化率。'}"
151,paid_ad_fab,4.6,文案简洁有力，科学配方的描述和明确的CTA增强了点击吸引力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学配方的描述和明确的CTA增强了点击吸引力。'}"
152,social_media_review,4.75,专业且引人入胜的使用反馈,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的使用反馈'}"
153,social_media_educational,4.25,专业科普但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普但故事性稍弱'}"
154,social_media_myth_busting,4.25,专业性强，故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业性强，故事性稍弱'}"
155,social_media_storytelling,4.75,专业且引人入胜的护肤故事,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的护肤故事'}"
156,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
157,paid_ad_cta,4.8,极具冲击力的开头能迅速激发好奇心，完美适配信息流的阅读场景。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头能迅速激发好奇心，完美适配信息流的阅读场景。'}"
158,paid_ad_pas,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
159,paid_ad_bab,4.4,文案简洁有力，但CTA部分可以更具吸引力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，但CTA部分可以更具吸引力。'}"
160,paid_ad_fab,4.2,文案简洁有力，核心信息突出，但行动号召（CTA）略显模板化，缺乏更强的点击驱动力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，但行动号召（CTA）略显模板化，缺乏更强的点击驱动力。'}"
161,social_media_review,4.25,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
162,social_media_educational,4.75,专业科普，情感共鸣,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，情感共鸣'}"
163,social_media_myth_busting,4.75,专业且引人入胜的护肤科普,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的护肤科普'}"
164,social_media_storytelling,4.5,情感真挚，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，品牌契合度高'}"
165,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
166,paid_ad_cta,4.8,文案简洁有力，科学配方和自然力量的结合点明了品牌理念，行动号召明确且吸引人。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学配方和自然力量的结合点明了品牌理念，行动号召明确且吸引人。'}"
167,paid_ad_pas,4.6,文案成功放大了敏感肌的痛点并提供了解决方案，但开头可以更简洁以增强点击吸引力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案成功放大了敏感肌的痛点并提供了解决方案，但开头可以更简洁以增强点击吸引力。'}"
168,paid_ad_bab,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但可以进一步精简以提升简洁性。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但可以进一步精简以提升简洁性。'}"
169,paid_ad_fab,4.6,文案简洁有力，科学配比和敏感肌修护的卖点突出，但开头可以更具冲击力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学配比和敏感肌修护的卖点突出，但开头可以更具冲击力。'}"
