index,content_type,best_model,golden_avg_score,finetuned_avg_score,base_avg_score,golden_critique,finetuned_critique,base_critique,golden_scores,finetuned_scores,base_scores
40,ecommerce_long_form,A,5.0,4.0,3.0,专业性强，逻辑严谨,信息清晰，但论证稍弱,中规中矩，缺乏深度,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，逻辑严谨'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '信息清晰，但论证稍弱'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '中规中矩，缺乏深度'}"
41,paid_ad_cta,A,5.0,4.4,4.0,极具冲击力的开头，迅速激发好奇心并击中痛点。,信息全面但略显冗长，开头吸引力稍逊。,结构清晰但过于模板化，缺乏即时吸引力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，迅速激发好奇心并击中痛点。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '信息全面但略显冗长，开头吸引力稍逊。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '结构清晰但过于模板化，缺乏即时吸引力。'}"
42,paid_ad_pas,A,5.0,4.4,3.6,文案简洁有力，痛点放大解决结构清晰，CTA明确。,文案信息完整，但开头略显平淡，吸引力稍逊。,文案过于冗长，不符合信息流广告的简洁要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大解决结构清晰，CTA明确。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案信息完整，但开头略显平淡，吸引力稍逊。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案过于冗长，不符合信息流广告的简洁要求。'}"
43,paid_ad_bab,A,5.0,4.0,3.0,简洁有力，直接击中敏感肌痛点，CTA明确,内容详细但略显冗长，开头吸引力尚可,过于冗长，完全不适合信息流广告,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中敏感肌痛点，CTA明确'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '内容详细但略显冗长，开头吸引力尚可'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '过于冗长，完全不适合信息流广告'}"
44,paid_ad_fab,A,4.8,4.0,3.4,文案简洁有力，信息高度压缩，完美适配信息流广告。,文案结构清晰，但略显冗长，信息流广告中可能不够吸引眼球。,文案过于冗长，包含大量不必要的细节，不适合信息流广告。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，信息高度压缩，完美适配信息流广告。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，但略显冗长，信息流广告中可能不够吸引眼球。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案过于冗长，包含大量不必要的细节，不适合信息流广告。'}"
45,social_media_review,A,4.5,1.5,3.25,专业且真实的使用反馈,过度标签化，偏离品牌调性,情感化表达，但稍显夸张,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且真实的使用反馈'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 2, 'score_brand_fit': 1, 'score_instruction_following': 1, 'critique': '过度标签化，偏离品牌调性'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感化表达，但稍显夸张'}"
46,social_media_educational,A,5.0,4.25,3.25,专业科普与故事完美融合,科学解析详尽但稍显生硬,基础介绍缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与故事完美融合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科学解析详尽但稍显生硬'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '基础介绍缺乏深度'}"
47,social_media_myth_busting,A,5.0,3.5,2.5,专业科普与品牌理念完美融合,基础信息传达清晰但缺乏深度,过于营销化，缺乏专业感,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与品牌理念完美融合'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '基础信息传达清晰但缺乏深度'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 2, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '过于营销化，缺乏专业感'}"
48,social_media_storytelling,A,5.0,4.0,3.0,真实感强，品牌契合度高,故事完整，品牌契合度良好,内容普通，品牌契合度一般,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '故事完整，品牌契合度良好'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '内容普通，品牌契合度一般'}"
49,ecommerce_long_form,A,5.0,4.0,3.0,专业性强，信息清晰，信任感高,专业且清晰，信任感良好,基础信息完整，但缺乏深度,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感高'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '专业且清晰，信任感良好'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '基础信息完整，但缺乏深度'}"
50,paid_ad_cta,A,5.0,4.0,4.6,极具冲击力的开头，能迅速激发好奇心或击中痛点。,信息详细但略显冗长，适合深度阅读但不符合短平快的要求。,结构清晰但开头略显模板化，缺乏独特的吸引力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，能迅速激发好奇心或击中痛点。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '信息详细但略显冗长，适合深度阅读但不符合短平快的要求。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '结构清晰但开头略显模板化，缺乏独特的吸引力。'}"
51,paid_ad_pas,A,5.0,4.0,3.0,简洁有力，痛点放大解决风格鲜明，CTA明确,信息详细但略显冗长，CTA稍弱,过于冗长，不符合付费广告的简洁要求,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，痛点放大解决风格鲜明，CTA明确'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '信息详细但略显冗长，CTA稍弱'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '过于冗长，不符合付费广告的简洁要求'}"
52,paid_ad_bab,A,5.0,3.0,4.2,简洁有力，直接击中敏感肌痛点，CTA明确。,过于冗长，不符合信息流广告的短平快要求。,遵循指令但略显啰嗦，吸引力尚可但不够简洁。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中敏感肌痛点，CTA明确。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '过于冗长，不符合信息流广告的短平快要求。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '遵循指令但略显啰嗦，吸引力尚可但不够简洁。'}"
53,paid_ad_fab,A,4.8,4.0,2.8,简洁有力，核心信息突出，CTA明确,开头极具吸引力，但文案稍显冗长,过于冗长，完全不适合信息流广告,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，核心信息突出，CTA明确'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '开头极具吸引力，但文案稍显冗长'}","{'score_suitability_brevity': 1, 'score_click_appeal': 2, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '过于冗长，完全不适合信息流广告'}"
54,social_media_review,A,5.0,4.0,3.0,真实感强，品牌契合度高,内容有价值，但品牌感稍弱,内容普通，品牌契合度一般,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '内容有价值，但品牌感稍弱'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '内容普通，品牌契合度一般'}"
55,social_media_educational,A,5.0,4.0,3.0,专业科普，故事性强,科学解析，略有广告感,通俗易懂，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，故事性强'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '科学解析，略有广告感'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '通俗易懂，缺乏深度'}"
56,social_media_myth_busting,A,5.0,4.25,3.25,专业科普，故事性强,信息清晰，品牌契合,通俗易懂，略显普通,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，故事性强'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '信息清晰，品牌契合'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '通俗易懂，略显普通'}"
57,social_media_storytelling,A,5.0,3.75,2.75,真实故事，情感真挚,专业性强，故事感稍弱,广告感强，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事，情感真挚'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '专业性强，故事感稍弱'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '广告感强，缺乏深度'}"
58,ecommerce_long_form,A,5.0,4.0,3.0,专业性强，逻辑清晰,信息全面，结构清晰,营销感强，专业不足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，逻辑清晰'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '信息全面，结构清晰'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '营销感强，专业不足'}"
59,paid_ad_cta,C,4.6,3.8,4.8,简洁有力，直接击中敏感肌痛点。,文案稍显冗长，但CTA明确。,结构清晰，吸引力强，CTA突出。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中敏感肌痛点。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案稍显冗长，但CTA明确。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '结构清晰，吸引力强，CTA突出。'}"
60,paid_ad_pas,A,5.0,4.4,3.6,文案简洁有力，痛点放大和解决方案紧密结合，CTA明确。,文案信息准确，但开头吸引力稍弱，CTA略显模板化。,文案过于冗长，包含大量不必要的细节，不适合信息流广告。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大和解决方案紧密结合，CTA明确。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案信息准确，但开头吸引力稍弱，CTA略显模板化。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案过于冗长，包含大量不必要的细节，不适合信息流广告。'}"
61,paid_ad_bab,A,5.0,3.6,4.0,极具冲击力的开头，迅速击中敏感肌痛点，CTA明确有力。,科学解释详细但略显冗长，开头吸引力不足，CTA较模板化。,严格遵循之前-之后-桥梁结构，但分段过多导致信息流适配性差。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，迅速击中敏感肌痛点，CTA明确有力。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '科学解释详细但略显冗长，开头吸引力不足，CTA较模板化。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '严格遵循之前-之后-桥梁结构，但分段过多导致信息流适配性差。'}"
62,paid_ad_fab,A,4.8,4.6,3.4,文案简洁有力，CTA明确且与内容紧密结合。,开头极具吸引力，但CTA略显模板化。,文案冗长，信息流广告中容易被忽略。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，CTA明确且与内容紧密结合。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '开头极具吸引力，但CTA略显模板化。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案冗长，信息流广告中容易被忽略。'}"
63,social_media_review,A,5.0,4.0,3.0,专业与真实完美结合,内容实用但稍显常规,情感丰富但专业性不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实完美结合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '内容实用但稍显常规'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '情感丰富但专业性不足'}"
64,social_media_educational,A,5.0,4.0,3.0,专业科普，完美契合品牌,科学解读，略有广告感,通俗易懂，缺乏专业性,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，完美契合品牌'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '科学解读，略有广告感'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '通俗易懂，缺乏专业性'}"
65,social_media_storytelling,A,5.0,4.0,3.0,真实故事与专业完美融合,情感真挚但专业稍显不足,内容常规缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与专业完美融合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '情感真挚但专业稍显不足'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '内容常规缺乏深度'}"
66,ecommerce_long_form,A,5.0,4.0,3.0,专业性强，信息清晰，信任感高,专业且清晰，信任感良好,信息基本完整，但略显营销化,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感高'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '专业且清晰，信任感良好'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '信息基本完整，但略显营销化'}"
67,paid_ad_cta,A,4.8,4.2,3.6,简洁有力，完美遵循指令，但点击吸引力稍逊一筹。,极具点击吸引力，但略显冗长，部分信息可精简。,行动号召明确，但结构过于模板化，缺乏简洁性。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，完美遵循指令，但点击吸引力稍逊一筹。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '极具点击吸引力，但略显冗长，部分信息可精简。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '行动号召明确，但结构过于模板化，缺乏简洁性。'}"
68,paid_ad_pas,B,4.4,5.0,3.4,文案简洁有力，痛点描述清晰，CTA明确。,文案极具吸引力，痛点放大到位，CTA强烈且具体。,文案过于冗长，不符合信息流广告的简洁要求。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点描述清晰，CTA明确。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具吸引力，痛点放大到位，CTA强烈且具体。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案过于冗长，不符合信息流广告的简洁要求。'}"
69,paid_ad_bab,A,5.0,3.4,3.4,简洁有力，直接击中痛点，CTA明确,文案略显冗长，吸引力一般,过于冗长，完全不适合付费广告,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中痛点，CTA明确'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案略显冗长，吸引力一般'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '过于冗长，完全不适合付费广告'}"
70,paid_ad_fab,A,4.8,3.6,3.6,文案简洁有力，科学配方和成分作用解释清晰，CTA明确。,文案稍显冗长，90%透明质酸精华的描述可能误导消费者。,文案结构过于模板化，缺乏吸引力，不适合快速滑动场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学配方和成分作用解释清晰，CTA明确。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案稍显冗长，90%透明质酸精华的描述可能误导消费者。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案结构过于模板化，缺乏吸引力，不适合快速滑动场景。'}"
71,social_media_review,A,5.0,4.0,3.0,专业且真实的使用反馈,实用但稍显常规,情感化但专业性不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且真实的使用反馈'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '实用但稍显常规'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '情感化但专业性不足'}"
72,social_media_educational,A,5.0,4.0,2.25,专业科普，故事性强,科学解析，略显生硬,内容空洞，广告感强,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，故事性强'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '科学解析，略显生硬'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 2, 'score_brand_fit': 2, 'score_instruction_following': 3, 'critique': '内容空洞，广告感强'}"
73,social_media_myth_busting,A,5.0,4.25,3.25,专业且引人入胜的科普,实用但稍显常规,过于营销化,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '实用但稍显常规'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '过于营销化'}"
74,social_media_storytelling,A,5.0,4.0,3.0,真实感强，品牌契合度高,情感真挚，但专业感稍弱,内容普通，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '情感真挚，但专业感稍弱'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '内容普通，缺乏深度'}"
75,ecommerce_long_form,A,5.0,3.3333333333333335,2.3333333333333335,专业权威，逻辑严谨,信息完整但平淡,营销感强，缺乏深度,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业权威，逻辑严谨'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 4, 'score_trust_building': 3, 'critique': '信息完整但平淡'}","{'score_professionalism_persuasion': 2, 'score_clarity_value': 3, 'score_trust_building': 2, 'critique': '营销感强，缺乏深度'}"
76,paid_ad_cta,A,4.8,4.8,4.2,文案简洁有力，CTA明确且与内容紧密结合。,钩子部分极具冲击力，能迅速激发好奇心。,文案略显冗长，但利益点清晰且有说服力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，CTA明确且与内容紧密结合。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子部分极具冲击力，能迅速激发好奇心。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案略显冗长，但利益点清晰且有说服力。'}"
77,paid_ad_pas,A,5.0,4.0,3.4,文案简洁有力，痛点放大与解决方案紧密结合，CTA明确。,文案信息准确，但CTA较弱，缺乏强烈的行动号召力。,文案过于冗长，不符合付费广告的简洁要求，但CTA较为明确。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大与解决方案紧密结合，CTA明确。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案信息准确，但CTA较弱，缺乏强烈的行动号召力。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案过于冗长，不符合付费广告的简洁要求，但CTA较为明确。'}"
78,paid_ad_bab,A,5.0,4.4,3.2,极具冲击力的开头，精准击中混合肌痛点，CTA明确有力。,成分浓度数据过于具体可能引发合规风险，但整体遵循指令。,结构完整但段落过长，不符合信息流广告的快速阅读场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，精准击中混合肌痛点，CTA明确有力。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '成分浓度数据过于具体可能引发合规风险，但整体遵循指令。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '结构完整但段落过长，不符合信息流广告的快速阅读场景。'}"
