index,content_type,avg_score,critique,scores
104,paid_ad_pas,3.6,文案在点击吸引力方面表现不错，但缺乏明确的行动号召（CTA），降低了转化潜力。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 2, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案在点击吸引力方面表现不错，但缺乏明确的行动号召（CTA），降低了转化潜力。'}"
105,paid_ad_bab,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
106,paid_ad_fab,3.8,文案内容准确且遵循指令，但缺乏足够的点击吸引力和简洁性。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容准确且遵循指令，但缺乏足够的点击吸引力和简洁性。'}"
107,social_media_review,4.5,专业与真实感兼具,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实感兼具'}"
108,social_media_educational,4.25,专业科普但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普但故事性不足'}"
109,social_media_myth_busting,4.75,专业科普，破除误区,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，破除误区'}"
110,social_media_storytelling,4.0,情感真挚但专业感稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '情感真挚但专业感稍弱'}"
111,ecommerce_long_form,4.666666666666667,专业性强，信息清晰，信任感稍逊,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业性强，信息清晰，信任感稍逊'}"
112,paid_ad_cta,4.8,极具冲击力的开头，能迅速激发好奇心或击中痛点，让我不点就难受。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，能迅速激发好奇心或击中痛点，让我不点就难受。'}"
113,paid_ad_pas,3.8,文案缺乏明确的行动号召（CTA），未能有效引导用户点击或购买。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 2, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案缺乏明确的行动号召（CTA），未能有效引导用户点击或购买。'}"
114,paid_ad_bab,4.6,极具冲击力的开头能迅速激发好奇心，但CTA部分略显模板化。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头能迅速激发好奇心，但CTA部分略显模板化。'}"
115,paid_ad_fab,4.2,文案开头具有吸引力，但整体略显冗长，部分细节可能不适合快速滑动的信息流广告场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头具有吸引力，但整体略显冗长，部分细节可能不适合快速滑动的信息流广告场景。'}"
116,social_media_review,4.5,真实感强，互动潜力高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，互动潜力高'}"
117,social_media_educational,4.25,科普专业但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普专业但故事性稍弱'}"
118,social_media_myth_busting,4.75,专业且引人入胜的科普文案,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普文案'}"
119,social_media_storytelling,4.5,真实故事与专业融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与专业融合'}"
120,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
121,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
122,paid_ad_pas,4.4,文案在点击吸引力方面表现良好，但简洁性略有不足，部分描述略显冗长。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力方面表现良好，但简洁性略有不足，部分描述略显冗长。'}"
123,paid_ad_bab,4.4,文案简洁且信息高度压缩，完美适配信息流的阅读场景，但CTA部分略显模板化，缺乏更强的点击驱动力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁且信息高度压缩，完美适配信息流的阅读场景，但CTA部分略显模板化，缺乏更强的点击驱动力。'}"
124,paid_ad_fab,4.6,极具冲击力的开头，能迅速激发好奇心并击中痛点,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，能迅速激发好奇心并击中痛点'}"
125,social_media_review,4.5,专业与真实感兼具,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实感兼具'}"
126,social_media_educational,4.25,科普性强，品牌契合度高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普性强，品牌契合度高'}"
127,social_media_myth_busting,4.25,专业性强，故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业性强，故事性稍弱'}"
128,social_media_storytelling,4.5,专业与真实感并存,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实感并存'}"
129,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
130,paid_ad_cta,4.2,文案在简洁性和事实准确性上表现良好，但点击吸引力可以进一步提升以更有效地抓住注意力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在简洁性和事实准确性上表现良好，但点击吸引力可以进一步提升以更有效地抓住注意力。'}"
131,paid_ad_pas,4.2,文案开头成功放大了敏感肌用户的痛点，具有较强的点击吸引力。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头成功放大了敏感肌用户的痛点，具有较强的点击吸引力。'}"
132,paid_ad_bab,3.0,缺乏明确的行动号召（CTA）,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '缺乏明确的行动号召（CTA）'}"
133,paid_ad_fab,3.8,文案缺乏明确的行动号召（CTA），未能有效引导用户点击。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 2, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案缺乏明确的行动号召（CTA），未能有效引导用户点击。'}"
134,social_media_review,3.5,内容实用但品牌专业感不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '内容实用但品牌专业感不足'}"
135,social_media_educational,4.25,专业科普但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普但故事性不足'}"
136,social_media_myth_busting,4.75,专业且引人入胜的护肤误区破除,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的护肤误区破除'}"
137,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
138,ecommerce_long_form,4.666666666666667,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业清晰，信任感强'}"
139,paid_ad_cta,4.6,钩子部分成功击中敏感肌用户的痛点，但利益点部分可以更精简以提升信息流广告的阅读效率。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子部分成功击中敏感肌用户的痛点，但利益点部分可以更精简以提升信息流广告的阅读效率。'}"
140,paid_ad_pas,4.8,文案简洁有力，痛点放大解决风格鲜明，CTA明确且有说服力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大解决风格鲜明，CTA明确且有说服力。'}"
141,paid_ad_bab,4.4,文案简洁有力，符合品牌理念，但CTA部分可以更具吸引力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，符合品牌理念，但CTA部分可以更具吸引力。'}"
142,paid_ad_fab,3.8,文案缺乏强有力的行动号召（CTA），未能有效引导用户点击。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 2, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案缺乏强有力的行动号召（CTA），未能有效引导用户点击。'}"
143,social_media_review,4.5,专业且真实的使用反馈,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且真实的使用反馈'}"
144,social_media_educational,4.25,专业科普但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普但故事性稍弱'}"
145,social_media_myth_busting,4.75,专业科普与品牌理念完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与品牌理念完美融合'}"
146,social_media_storytelling,4.5,情感真挚，专业与感性并存,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，专业与感性并存'}"
147,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
148,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合品牌理念和人格。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合品牌理念和人格。'}"
149,paid_ad_pas,4.0,文案内容详尽但略显冗长，适合深度阅读但不符合信息流广告的快速浏览特性。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容详尽但略显冗长，适合深度阅读但不符合信息流广告的快速浏览特性。'}"
150,paid_ad_bab,4.0,文案在点击吸引力方面表现较好，能够迅速抓住注意力，但在简洁性和行动号召有效性方面仍有提升空间。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力方面表现较好，能够迅速抓住注意力，但在简洁性和行动号召有效性方面仍有提升空间。'}"
151,paid_ad_fab,4.6,文案简洁有力，CTA明确且吸引人，完美遵循指令并准确传达产品信息。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，CTA明确且吸引人，完美遵循指令并准确传达产品信息。'}"
152,social_media_review,4.5,真实反馈与专业成分完美结合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实反馈与专业成分完美结合'}"
153,social_media_educational,4.75,科普深入，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普深入，品牌契合度高'}"
154,social_media_myth_busting,4.75,专业科普与品牌理念完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与品牌理念完美融合'}"
155,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
156,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
157,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美遵循指令且信息高度压缩。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美遵循指令且信息高度压缩。'}"
158,paid_ad_pas,3.6,文案在点击吸引力方面表现良好，但行动号召有效性不足，缺乏明确的点击引导。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 2, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案在点击吸引力方面表现良好，但行动号召有效性不足，缺乏明确的点击引导。'}"
159,paid_ad_bab,4.0,文案结构清晰，但缺乏更具冲击力的开头来吸引注意力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，但缺乏更具冲击力的开头来吸引注意力。'}"
160,paid_ad_fab,3.8,文案缺乏明确的行动号召（CTA），降低了转化潜力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 2, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案缺乏明确的行动号召（CTA），降低了转化潜力。'}"
161,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
162,social_media_educational,4.5,科普性强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普性强，品牌契合度高'}"
163,social_media_myth_busting,4.75,专业科普与品牌理念完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与品牌理念完美融合'}"
164,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
165,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
166,paid_ad_cta,4.8,钩子部分能够迅速抓住敏感肌用户的痛点，但点击吸引力可以进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子部分能够迅速抓住敏感肌用户的痛点，但点击吸引力可以进一步提升。'}"
167,paid_ad_pas,4.2,文案简洁且能迅速抓住敏感肌用户的痛点，但行动号召（CTA）部分可以更具说服力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁且能迅速抓住敏感肌用户的痛点，但行动号召（CTA）部分可以更具说服力。'}"
168,paid_ad_bab,4.2,文案简洁且吸引力强，但行动号召（CTA）部分可以更明确和有力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁且吸引力强，但行动号召（CTA）部分可以更明确和有力。'}"
169,paid_ad_fab,4.2,文案内容详细且符合品牌理念，但部分段落略显冗长，可能影响信息流广告的快速阅读效果。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容详细且符合品牌理念，但部分段落略显冗长，可能影响信息流广告的快速阅读效果。'}"
