index,content_type,best_model,golden_avg_score,finetuned_avg_score,base_avg_score,golden_critique,finetuned_critique,base_critique,golden_scores,finetuned_scores,base_scores
41,paid_ad_cta,B,4.4,4.8,3.8,钩子部分成功击中敏感肌用户的痛点，但CTA略显常规。,警告符号和核心卖点前置极具冲击力，但CTA缺乏紧迫感。,信息过载且分段冗长，完全违背信息流广告的阅读场景。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子部分成功击中敏感肌用户的痛点，但CTA略显常规。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '警告符号和核心卖点前置极具冲击力，但CTA缺乏紧迫感。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '信息过载且分段冗长，完全违背信息流广告的阅读场景。'}"
42,paid_ad_pas,B,4.4,5.0,4.0,文案简洁有力，痛点放大解决结构清晰，但CTA略显常规。,文案极其精炼，痛点放大解决结构完美，CTA明确且有吸引力。,文案过于冗长，不符合信息流广告的简洁要求，尽管内容丰富。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大解决结构清晰，但CTA略显常规。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极其精炼，痛点放大解决结构完美，CTA明确且有吸引力。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案过于冗长，不符合信息流广告的简洁要求，尽管内容丰富。'}"
43,paid_ad_bab,A,4.8,4.0,3.2,简洁有力，直接击中敏感肌用户的痛点，行动号召明确。,结构完整但略显冗长，开头吸引力不足。,过于冗长，不符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中敏感肌用户的痛点，行动号召明确。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '结构完整但略显冗长，开头吸引力不足。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 2, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '过于冗长，不符合信息流广告的短平快要求。'}"
44,paid_ad_fab,C,4.6,3.8,4.8,文案简洁有力，CTA明确且吸引人。,信息全面但略显冗长，缺乏强烈的点击吸引力。,文案极其简洁且极具吸引力，完美符合信息流广告要求。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，CTA明确且吸引人。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '信息全面但略显冗长，缺乏强烈的点击吸引力。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极其简洁且极具吸引力，完美符合信息流广告要求。'}"
45,social_media_review,A,4.5,3.5,2.5,专业且真实的使用反馈,情感丰富但稍显夸张,过于夸张，偏离品牌调性,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且真实的使用反馈'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '情感丰富但稍显夸张'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 2, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '过于夸张，偏离品牌调性'}"
46,social_media_educational,A,5.0,4.5,3.5,专业科普与情感共鸣完美结合,科学严谨但故事性稍弱,情感充沛但专业深度不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与情感共鸣完美结合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科学严谨但故事性稍弱'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '情感充沛但专业深度不足'}"
47,social_media_myth_busting,A,5.0,4.0,3.25,专业科普与品牌理念完美融合,真实感强但专业深度稍逊,互动形式新颖但内容较浅,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与品牌理念完美融合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '真实感强但专业深度稍逊'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '互动形式新颖但内容较浅'}"
48,social_media_storytelling,A,5.0,4.25,3.25,真实故事与品牌理念完美融合,专业视角但情感稍显不足,情感丰富但专业感稍弱,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与品牌理念完美融合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '专业视角但情感稍显不足'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感丰富但专业感稍弱'}"
49,ecommerce_long_form,A,5.0,4.0,3.0,专业权威，逻辑严谨,结构清晰，信息全面,内容完整，略显平淡,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业权威，逻辑严谨'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '结构清晰，信息全面'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '内容完整，略显平淡'}"
50,paid_ad_cta,A,4.8,4.6,3.6,简洁性极佳，信息高度压缩，完美适配信息流广告,极具冲击力的开头，能迅速激发好奇心,过于冗长，包含了大段不必要的细节，不适合付费广告,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁性极佳，信息高度压缩，完美适配信息流广告'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，能迅速激发好奇心'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '过于冗长，包含了大段不必要的细节，不适合付费广告'}"
51,paid_ad_pas,A,4.8,4.6,4.6,简洁有力，直接击中敏感肌痛点，CTA明确。,极具吸引力，但CTA稍弱，部分信息可更精简。,痛点放大到位，但篇幅过长，不适合快速滑动场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中敏感肌痛点，CTA明确。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具吸引力，但CTA稍弱，部分信息可更精简。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '痛点放大到位，但篇幅过长，不适合快速滑动场景。'}"
52,paid_ad_bab,A,4.8,4.0,4.0,简洁有力，直接击中敏感肌痛点，CTA明确。,结构完整但略显冗长，开头吸引力不足。,情感共鸣强但过于冗长，不适合快速滑动场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中敏感肌痛点，CTA明确。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '结构完整但略显冗长，开头吸引力不足。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '情感共鸣强但过于冗长，不适合快速滑动场景。'}"
53,paid_ad_fab,A,4.8,3.8,3.2,简洁有力，信息高度压缩，完美适配信息流的阅读场景。,信息清晰但略显冗长，开头吸引力一般。,灾难性的冗长，包含了大段的、不必要的细节，完全不适合作为付费广告。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，信息高度压缩，完美适配信息流的阅读场景。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '信息清晰但略显冗长，开头吸引力一般。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 2, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '灾难性的冗长，包含了大段的、不必要的细节，完全不适合作为付费广告。'}"
54,social_media_review,A,5.0,4.25,3.25,真实感强，品牌契合度高,信息全面，互动潜力佳,情感真挚，但专业性稍弱,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '信息全面，互动潜力佳'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感真挚，但专业性稍弱'}"
55,social_media_educational,A,5.0,4.25,3.25,专业科普，故事性强,简洁有力，互动性强,情感化表达，稍显夸张,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，故事性强'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '简洁有力，互动性强'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感化表达，稍显夸张'}"
56,social_media_myth_busting,C,4.75,3.75,5.0,专业科普，品牌契合度高,情感真挚，但专业感稍弱,故事与专业完美结合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '情感真挚，但专业感稍弱'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '故事与专业完美结合'}"
57,social_media_storytelling,A,5.0,3.5,3.75,真实感人设，完美契合品牌,信息实用但故事性较弱,情感丰富但稍显夸张,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感人设，完美契合品牌'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息实用但故事性较弱'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感丰富但稍显夸张'}"
58,ecommerce_long_form,B,3.6666666666666665,5.0,3.3333333333333335,专业性强，但信任感稍弱,全面专业，信任感强,情感化，但专业性一般,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 3, 'critique': '专业性强，但信任感稍弱'}","{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '全面专业，信任感强'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 4, 'critique': '情感化，但专业性一般'}"
59,paid_ad_cta,A,4.6,4.6,4.6,简洁性极佳，信息高度压缩，完美适配信息流的阅读场景。,极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。,行动号召明确、有说服力，并与文案内容紧密结合，让我有点击的欲望。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁性极佳，信息高度压缩，完美适配信息流的阅读场景。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '行动号召明确、有说服力，并与文案内容紧密结合，让我有点击的欲望。'}"
60,paid_ad_pas,A,4.4,4.4,4.4,简洁有力，痛点放大和解决部分衔接自然。,开头极具冲击力，但略显冗长。,情感渲染强烈，但过于冗长不适合快速滑动场景。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，痛点放大和解决部分衔接自然。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '开头极具冲击力，但略显冗长。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '情感渲染强烈，但过于冗长不适合快速滑动场景。'}"
61,paid_ad_bab,A,4.8,3.8,4.2,简洁有力，直接击中敏感肌痛点，CTA明确。,结构清晰但略显冗长，吸引力中等。,极具吸引力但过于冗长，不适合快速滑动场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中敏感肌痛点，CTA明确。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '结构清晰但略显冗长，吸引力中等。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具吸引力但过于冗长，不适合快速滑动场景。'}"
62,paid_ad_fab,A,4.6,3.6,3.8,文案简洁有力，CTA明确且与内容紧密结合。,文案结构清晰，但CTA较弱且略显模板化。,文案内容丰富，但过于冗长，不适合快速阅读场景。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，CTA明确且与内容紧密结合。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案结构清晰，但CTA较弱且略显模板化。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案内容丰富，但过于冗长，不适合快速阅读场景。'}"
63,social_media_review,A,5.0,4.25,3.25,专业与真实完美结合,真实感强但专业稍弱,情感充沛但专业不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实完美结合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强但专业稍弱'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感充沛但专业不足'}"
64,social_media_educational,A,5.0,4.5,3.5,专业科普，故事性强,科学性强，稍显生硬,通俗易懂，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，故事性强'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科学性强，稍显生硬'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '通俗易懂，缺乏深度'}"
65,social_media_storytelling,A,5.0,4.0,3.0,真实故事与专业完美融合,故事性稍弱但专业性强,内容活泼但专业感不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与专业完美融合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '故事性稍弱但专业性强'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '内容活泼但专业感不足'}"
66,ecommerce_long_form,A,5.0,4.0,3.0,专业性强，逻辑清晰，信任感高,信息清晰，但论证稍显不足,内容全面，但略显营销化,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，逻辑清晰，信任感高'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '信息清晰，但论证稍显不足'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '内容全面，但略显营销化'}"
67,paid_ad_cta,B,4.6,4.8,4.6,简洁性极佳，信息高度压缩，完美适配信息流的阅读场景。,钩子极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。,钩子极具冲击力，但文案略显冗长，包含了大段的、不必要的细节。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁性极佳，信息高度压缩，完美适配信息流的阅读场景。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具冲击力，但文案略显冗长，包含了大段的、不必要的细节。'}"
68,paid_ad_pas,C,4.2,4.2,4.4,简洁性较好，但开头缺乏足够的吸引力,开头吸引力较强，但整体略显冗长,极具吸引力，但过于冗长，不符合简洁性要求,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁性较好，但开头缺乏足够的吸引力'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '开头吸引力较强，但整体略显冗长'}","{'score_suitability_brevity': 2, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具吸引力，但过于冗长，不符合简洁性要求'}"
69,paid_ad_bab,A,4.8,3.2,4.6,简洁有力，直接击中痛点并明确解决方案。,过于冗长，包含大量不必要的细节，不适合快速阅读的信息流广告。,极具吸引力，但部分描述略显冗长，影响简洁性。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中痛点并明确解决方案。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '过于冗长，包含大量不必要的细节，不适合快速阅读的信息流广告。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具吸引力，但部分描述略显冗长，影响简洁性。'}"
70,paid_ad_fab,B,4.2,4.6,4.2,文案简洁且信息准确，但开头缺乏足够的吸引力。,极具吸引力且CTA明确，但略显冗长。,内容丰富但过于冗长，不适合快速浏览。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁且信息准确，但开头缺乏足够的吸引力。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具吸引力且CTA明确，但略显冗长。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '内容丰富但过于冗长，不适合快速浏览。'}"
71,social_media_review,A,5.0,4.0,3.0,专业与情感完美融合,情感真挚但专业稍弱,内容丰富但品牌感弱,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与情感完美融合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '情感真挚但专业稍弱'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '内容丰富但品牌感弱'}"
72,social_media_educational,A,5.0,3.75,3.75,专业科普与故事完美融合,科学解析清晰但缺乏情感,情感丰富但专业度稍弱,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与故事完美融合'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '科学解析清晰但缺乏情感'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感丰富但专业度稍弱'}"
73,social_media_myth_busting,A,5.0,3.75,4.0,专业科普，故事真实,信息实用，稍显生硬,情感丰富，稍欠专业,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，故事真实'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息实用，稍显生硬'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感丰富，稍欠专业'}"
74,social_media_storytelling,A,5.0,3.75,4.5,情感真挚，品牌契合度高,信息实用但故事性较弱,互动性强但稍显夸张,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，品牌契合度高'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息实用但故事性较弱'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '互动性强但稍显夸张'}"
75,ecommerce_long_form,A,5.0,4.0,3.0,专业权威，逻辑严谨,科学验证，结构清晰,情感丰富，专业稍弱,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业权威，逻辑严谨'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '科学验证，结构清晰'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '情感丰富，专业稍弱'}"
76,paid_ad_cta,C,4.2,4.4,5.0,简洁性较好，但点击吸引力一般，缺乏亮点。,行动号召有效性高，但文案略显冗长。,简洁性、点击吸引力和行动号召有效性均表现优秀。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁性较好，但点击吸引力一般，缺乏亮点。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '行动号召有效性高，但文案略显冗长。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁性、点击吸引力和行动号召有效性均表现优秀。'}"
77,paid_ad_pas,A,4.8,4.0,4.2,简洁有力，痛点放大与解决清晰，CTA明确。,开头极具吸引力，但整体稍显冗长，CTA较弱。,痛点放大极佳，但篇幅过长，不符合信息流广告的简洁要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，痛点放大与解决清晰，CTA明确。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '开头极具吸引力，但整体稍显冗长，CTA较弱。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '痛点放大极佳，但篇幅过长，不符合信息流广告的简洁要求。'}"
78,paid_ad_bab,A,4.6,3.6,4.4,简洁有力，直接击中混合肌痛点，科学数据增强可信度。,结构完整但过于模板化，视觉描述在纯文字广告中无效。,情感共鸣极强但篇幅过长，关键信息被诗意表达稀释。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，直接击中混合肌痛点，科学数据增强可信度。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '结构完整但过于模板化，视觉描述在纯文字广告中无效。'}","{'score_suitability_brevity': 2, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '情感共鸣极强但篇幅过长，关键信息被诗意表达稀释。'}"
