index,content_type,avg_score,critique,scores
99,social_media_educational,3.75,科普信息丰富，但品牌专业感稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '科普信息丰富，但品牌专业感稍弱'}"
100,social_media_myth_busting,4.0,信息丰富但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '信息丰富但故事性不足'}"
101,social_media_storytelling,4.0,故事真实，但品牌专业感稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '故事真实，但品牌专业感稍弱'}"
102,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
103,paid_ad_cta,4.8,文案简洁有力，钩子直接击中目标受众痛点，行动号召明确且具有说服力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，钩子直接击中目标受众痛点，行动号召明确且具有说服力。'}"
104,paid_ad_pas,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但在简洁性上略显冗长，部分细节可以进一步精简。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但在简洁性上略显冗长，部分细节可以进一步精简。'}"
105,paid_ad_bab,4.4,文案的CTA非常明确且有说服力，但整体略显冗长，可以进一步精简以提升简洁性。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案的CTA非常明确且有说服力，但整体略显冗长，可以进一步精简以提升简洁性。'}"
106,paid_ad_fab,3.8,文案结构清晰，但缺乏足够吸引眼球的亮点。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，但缺乏足够吸引眼球的亮点。'}"
107,social_media_review,3.5,内容中规中矩，广告感略重,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '内容中规中矩，广告感略重'}"
108,social_media_educational,3.5,科普性强但故事性弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '科普性强但故事性弱'}"
109,social_media_myth_busting,3.75,信息丰富但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '信息丰富但故事性不足'}"
110,social_media_storytelling,3.5,中规中矩，广告感略重,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '中规中矩，广告感略重'}"
111,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
112,paid_ad_cta,4.2,钩子部分吸引力强，但利益点和特点部分略显冗长，可进一步精简。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子部分吸引力强，但利益点和特点部分略显冗长，可进一步精简。'}"
113,paid_ad_pas,4.2,文案开头极具吸引力，成功放大痛点并激发点击欲望，但整体篇幅略长，部分细节可进一步精简。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头极具吸引力，成功放大痛点并激发点击欲望，但整体篇幅略长，部分细节可进一步精简。'}"
114,paid_ad_bab,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但简洁性略有不足，部分描述略显冗长。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但简洁性略有不足，部分描述略显冗长。'}"
115,paid_ad_fab,3.4,灾难性的冗长，包含了大段的、不必要的细节，完全不适合作为付费广告。,"{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '灾难性的冗长，包含了大段的、不必要的细节，完全不适合作为付费广告。'}"
116,social_media_review,3.5,基本符合要求，但缺乏深度,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '基本符合要求，但缺乏深度'}"
117,social_media_educational,3.75,科普信息丰富，但故事性较弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '科普信息丰富，但故事性较弱'}"
118,social_media_myth_busting,3.75,信息实用但人设稍显单薄,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '信息实用但人设稍显单薄'}"
119,social_media_storytelling,4.25,故事真实，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '故事真实，品牌契合度高'}"
120,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
121,paid_ad_cta,4.8,钩子极具吸引力，能迅速激发好奇心并击中痛点。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具吸引力，能迅速激发好奇心并击中痛点。'}"
122,paid_ad_pas,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但简洁性略有不足，部分内容略显冗长。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但简洁性略有不足，部分内容略显冗长。'}"
123,paid_ad_bab,4.0,文案在点击吸引力方面表现良好，但桥梁部分略显冗长，可以进一步精简以提升简洁性。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力方面表现良好，但桥梁部分略显冗长，可以进一步精简以提升简洁性。'}"
124,paid_ad_fab,4.0,文案内容详尽但略显冗长，不符合付费广告'短平快'的本质。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': ""文案内容详尽但略显冗长，不符合付费广告'短平快'的本质。""}"
125,social_media_review,4.0,内容价值高，品牌契合度佳,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '内容价值高，品牌契合度佳'}"
126,social_media_educational,4.0,科普性强，但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普性强，但故事性稍弱'}"
127,social_media_myth_busting,4.75,专业科普与品牌理念完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与品牌理念完美融合'}"
128,social_media_storytelling,3.75,故事性一般，但信息价值高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '故事性一般，但信息价值高'}"
129,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
130,paid_ad_cta,4.6,文案的钩子和利益点结合紧密，能够快速吸引目标受众的注意力，同时行动号召明确有力，有效引导用户点击。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案的钩子和利益点结合紧密，能够快速吸引目标受众的注意力，同时行动号召明确有力，有效引导用户点击。'}"
131,paid_ad_pas,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但简洁性有待提高，部分内容略显冗长。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但简洁性有待提高，部分内容略显冗长。'}"
132,paid_ad_bab,4.0,文案在点击吸引力方面表现较好，能够迅速抓住注意力，但桥梁部分略显冗长，可以进一步精简。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力方面表现较好，能够迅速抓住注意力，但桥梁部分略显冗长，可以进一步精简。'}"
133,paid_ad_fab,4.0,文案内容全面但略显冗长，核心信息虽清晰但不够突出，可能影响快速滑动时的吸引力。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容全面但略显冗长，核心信息虽清晰但不够突出，可能影响快速滑动时的吸引力。'}"
134,social_media_review,3.5,基本符合要求，但缺乏深度,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '基本符合要求，但缺乏深度'}"
135,social_media_educational,3.25,内容中规中矩，广告感较重,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '内容中规中矩，广告感较重'}"
136,social_media_myth_busting,3.5,内容有价值但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '内容有价值但故事性不足'}"
137,social_media_storytelling,4.0,故事真实，但品牌专业感稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '故事真实，但品牌专业感稍弱'}"
138,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
139,paid_ad_cta,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但简洁性略有不足，部分内容可以更精炼。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但简洁性略有不足，部分内容可以更精炼。'}"
140,paid_ad_pas,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但在简洁性上略显冗长，部分细节可以进一步精简以适应信息流广告的快速阅读场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但在简洁性上略显冗长，部分细节可以进一步精简以适应信息流广告的快速阅读场景。'}"
141,paid_ad_bab,4.0,文案遵循了之前-之后-桥梁风格，但点击吸引力略显不足，缺乏更具冲击力的开头。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案遵循了之前-之后-桥梁风格，但点击吸引力略显不足，缺乏更具冲击力的开头。'}"
142,paid_ad_fab,4.4,文案的CTA非常明确且有说服力，但整体略显冗长，可以进一步精简以提升简洁性。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案的CTA非常明确且有说服力，但整体略显冗长，可以进一步精简以提升简洁性。'}"
143,social_media_review,3.75,内容有价值但品牌契合度一般,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '内容有价值但品牌契合度一般'}"
144,social_media_educational,3.5,内容有价值但品牌契合度一般,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '内容有价值但品牌契合度一般'}"
145,social_media_myth_busting,3.25,内容中规中矩，广告感较重,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '内容中规中矩，广告感较重'}"
146,social_media_storytelling,3.5,内容中规中矩，广告感较重,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '内容中规中矩，广告感较重'}"
147,ecommerce_long_form,4.333333333333333,专业性强，信息清晰,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业性强，信息清晰'}"
148,paid_ad_cta,4.8,钩子部分能够迅速抓住注意力，但可以更具体地描述提亮效果以增强点击吸引力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子部分能够迅速抓住注意力，但可以更具体地描述提亮效果以增强点击吸引力。'}"
149,paid_ad_pas,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但在简洁性上略显冗长，部分内容可以更精炼。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但在简洁性上略显冗长，部分内容可以更精炼。'}"
150,paid_ad_bab,4.2,文案开头成功抓住了用户的痛点，但整体略显冗长，可以进一步精简以提升信息流的适配性。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头成功抓住了用户的痛点，但整体略显冗长，可以进一步精简以提升信息流的适配性。'}"
151,paid_ad_fab,4.2,文案内容详尽但略显冗长，虽符合特点-优势-好处风格，但在简洁性上有所欠缺。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容详尽但略显冗长，虽符合特点-优势-好处风格，但在简洁性上有所欠缺。'}"
152,social_media_review,4.0,情感真挚但专业感稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '情感真挚但专业感稍弱'}"
153,social_media_educational,4.0,科普清晰但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普清晰但故事性不足'}"
154,social_media_myth_busting,3.75,信息实用但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '信息实用但故事性不足'}"
155,social_media_storytelling,3.5,中规中矩，广告感略重,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '中规中矩，广告感略重'}"
156,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
157,paid_ad_cta,4.8,钩子极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。'}"
158,paid_ad_pas,4.0,文案在点击吸引力方面表现较好，但整体略显冗长，不符合信息流广告的短平快要求。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力方面表现较好，但整体略显冗长，不符合信息流广告的短平快要求。'}"
159,paid_ad_bab,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但简洁性略有不足，部分描述略显冗长。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但简洁性略有不足，部分描述略显冗长。'}"
160,paid_ad_fab,4.0,文案结构清晰，但开头缺乏足够的吸引力，可能在快速滑动中被忽略。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，但开头缺乏足够的吸引力，可能在快速滑动中被忽略。'}"
161,social_media_review,3.75,情感真挚但专业感稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '情感真挚但专业感稍弱'}"
162,social_media_educational,3.75,科普内容实用但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '科普内容实用但故事性不足'}"
163,social_media_myth_busting,4.0,故事真实，内容有价值,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '故事真实，内容有价值'}"
164,social_media_storytelling,3.5,基本符合要求，但缺乏深度,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '基本符合要求，但缺乏深度'}"
165,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
166,paid_ad_cta,4.4,文案的钩子部分具有吸引力，但利益点部分略显冗长，可能影响信息流的快速阅读体验。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案的钩子部分具有吸引力，但利益点部分略显冗长，可能影响信息流的快速阅读体验。'}"
167,paid_ad_pas,4.4,文案在点击吸引力和行动号召有效性方面表现优秀，但在简洁性上略有不足，略显冗长。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现优秀，但在简洁性上略有不足，略显冗长。'}"
168,paid_ad_bab,4.4,文案在点击吸引力和行动号召有效性方面表现良好，但在简洁性上略有不足，可以进一步精简以适配信息流的快速阅读场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但在简洁性上略有不足，可以进一步精简以适配信息流的快速阅读场景。'}"
169,paid_ad_fab,4.0,文案内容全面且准确，但开头缺乏足够的吸引力，可能在快速滑动中被忽略。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容全面且准确，但开头缺乏足够的吸引力，可能在快速滑动中被忽略。'}"
